aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation
1671196,Confirmatory,Cytochrome P450 Family 2 Subfamily D Member 6 (CYP2D6) small molecule antagonists: luciferase reporter qHTS assay,U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Cytochrome P450 (CYP) enzymes are membrane-bound hemeproteins that play a key role in metabolism of drugs and xenobiotics. Evaluation of the effect of chemicals on CYP isozymes is useful to minimize the adverse ,58,Tox21,CYP685,20210929,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,1565,NULL,ANW61984,Governmental Organizations,19855396,0,NULL,ANW61984,NULL,NULL,,NULL
1671197,Confirmatory,Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay,U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Cytochrome P450 (CYP) enzymes are membrane-bound hemeproteins that play a key role in metabolism of drugs and xenobiotics. Evaluation of the effect of chemicals on CYP isozymes is useful to minimize the adverse ,58,Tox21,CYP735,20210929,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,1557,NULL,AAV41877,Governmental Organizations,19855396,0,NULL,NULL,NULL,NULL,,NULL
1671198,Confirmatory,Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay,U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Cytochrome P450 (CYP) enzymes are membrane-bound hemeproteins that play a key role in metabolism of drugs and xenobiotics. Evaluation of the effect of chemicals on CYP isozymes is useful to minimize the adverse ,58,Tox21,CYP661,20210929,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,1559,NULL,AGS09764,Governmental Organizations,19855396,0,NULL,NULL,NULL,NULL,,NULL
1671199,Confirmatory,Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay,U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Cytochrome P450 (CYP) enzymes are membrane-bound hemeproteins that play a key role in metabolism of drugs and xenobiotics. Evaluation of the effect of chemicals on CYP isozymes is useful to minimize the adverse ,58,Tox21,CYP273,20210929,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,1544,NULL,EAW99313,Governmental Organizations,19855396,0,NULL,P05177,NULL,NULL,,NULL
1671201,Confirmatory,Cytochrome P450 Family 3 Subfamily A Member 4 (CYP3A4) small molecule antagonists: luciferase reporter qHTS assay,U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Cytochrome P450 (CYP) enzymes are membrane-bound hemeproteins that play a key role in metabolism of drugs and xenobiotics. Evaluation of the effect of chemicals on CYP isozymes is useful to minimize the adverse ,58,Tox21,CYP563,20210929,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,1576,NULL,ABI96208,Governmental Organizations,19855396,0,NULL,P08684,NULL,NULL,,NULL
1259242,Confirmatory,qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881 - cell viability counter screen,U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Androgen receptor (AR) is an important member of the nuclear receptor family. Its signaling plays a critical role in AR-dependent prostate cancer and other androgen related,58,Tox21,MDA375,20170127,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,NULL,Cell-based|Toxicity,NULL,Governmental Organizations,NULL,0,NULL,NULL,NULL,0,,NULL
1259248,Summary,qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line in the presence of 0.1 nM 17-beta-estradiol: Summary,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Estrogen receptor (ER), a member of the nuclear hormone receptor plays an important role in development, metabolic homeostasis and reproduction. Two subtypes of ER, ER-alph",58,Tox21,BG1497,20170224,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,2099,Cell-based,AEP43755,Governmental Organizations,NULL,0,NULL,P03372,NULL,0,,NULL
1259241,Confirmatory,qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line in the presence of 0.1 nM 17-beta-estradiol - cell viability counter screen,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Estrogen receptor (ER), a member of the nuclear hormone receptor plays an important role in development, metabolic homeostasis and reproduction. Two subtypes of ER, ER-alph",58,Tox21,BG1566,20170127,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,NULL,Cell-based|Toxicity,NULL,Governmental Organizations,NULL,0,NULL,NULL,NULL,0,,NULL
1259247,Summary,qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881: Summary,U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Androgen receptor (AR) is an important member of the nuclear receptor family. Its signaling plays a critical role in AR-dependent prostate cancer and other androgen related,58,Tox21,MDA364,20170224,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,367,Cell-based,AAI32976,Governmental Organizations,NULL,0,NULL,AAI32976,NULL,0,,NULL
720552,Summary,qHTS assay for small molecule agonists of the p53 signaling pathway: Summary,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_p53, a tumor suppressor protein, is activated following cellular insult, including DNA damage and other cellular stresses.  The activation of p53 regulates cell fate by ind",58,Tox21,P53823,20140820,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,7157,NULL,P04637,Governmental Organizations,NULL,0,NULL,P04637,NULL,NULL,,NULL
743054,Summary,qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line: Summary,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Androgen receptor (AR), a nuclear hormone receptor, plays a critical role in AR-dependent prostate cancer and other androgen related diseases. Endocrine disrupting chemical",58,Tox21,MDAN535,20140820,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,367,NULL,AAI32976,Governmental Organizations,21543282,0,NULL,AAI32976,NULL,NULL,,NULL
743064,Confirmatory,qHTS assay to identify small molecule antagonists of the thyroid receptor (TR) signaling pathway - cell viability counter screen,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Thyroid receptor (TR), a nuclear hormone receptor, plays an important role in development, proliferation, differentiation, metabolism, brain function, and cardiovascular sy",58,Tox21,TRV455,20140820,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,NULL,NULL,NULL,Governmental Organizations,21543282,0,NULL,NULL,NULL,NULL,,NULL
743074,Confirmatory,qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway - cell viability counter screen,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Estrogen receptor (ER), a nuclear hormone receptor, plays an important role in development, metabolic homeostasis and reproduction. Two subtypes of ER, ER-alpha and ER-beta",58,Tox21,ERV270,20140820,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,NULL,NULL,NULL,Governmental Organizations,21543282,0,NULL,NULL,NULL,NULL,,NULL
743078,Summary,qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway: Summary,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Estrogen receptor (ER), a nuclear hormone receptor, plays an important role in development, metabolic homeostasis and reproduction. Two subtypes of ER, ER-alpha and ER-beta",58,Tox21,ERN743,20140820,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,2099,NULL,AEP43755,Governmental Organizations,21543282,0,NULL,P03372,NULL,NULL,,NULL
743084,Confirmatory,qHTS assay to identify aromatase inhibitors - cell viability counter screen,U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Endocrine disrupting chemicals (EDCs) interfere with the biosynthesis and normal functions of steroid hormones including estrogen and androgen in the body. Aromatase cataly,58,Tox21,AROV112,20140821,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,NULL,NULL,NULL,Governmental Organizations,NULL,0,NULL,NULL,NULL,NULL,,NULL
